,sentence,pred_sentence_tok,sentence_tok,pred_sentence
127,ผมแค่ต้องการจะสื่อในโลกออนไลน์ว่าคนเรามักตัดสินอีกคนแค่หน้าเฟสเขาเท่านั้น,ผม แค่ ต้อง กลาง จะ สื่อ ใน โลก ออนไลน์ ว่า คนเรา มัก ตัดสิน ใอคน แค่ หน้า เฟส เขา เท่านั้น,ผม แค่ ต้องการ จะ สื่อ ใน โลก ออนไลน์ ว่า คนเรา มัก ตัดสิน อีก คน แค่ หน้า เฟส เขา เท่านั้น,ผมแค่ต้องกลางจะสื่อในโลกออนไลน์ว่าคนเรามักตัดสินใอคนแค่หน้าเฟสเขาเท่านั้น
128,อาหาหาห้ะเห้ยหาหาเห้ยเห้ย,อา ส ตัด ว่าแต่ ดน่ด ตัด กู,อา หา หา ห้ะเห้ย หา หา เห้ยเห้ย,อาสตัดว่าแต่ดน่ดตัดกู
129,กินเบียร์ไม่ได้อ่าโรคประจำตัวกูเลยอ่ากูกินช็อคโกแลตกับของหวานไม่ได้กินช็อคโกแลตจะตาย,้า กิน เบียร์ ไม่ ได้ อา โล ค ประจำตัว กู เลย อะ กิน ช็อคโกแล็ต กะ ของหวาน ไม่ ได้ กิน ช็อกโกแลต จ้ ตาย,กิน เบียร์ ไม่ ได้ อ่า โรคประจำตัว กู เลย อ่า กู กิน ช็อคโกแลต กับ ของหวาน ไม่ ได้ กิน ช็อคโกแลต จะ ตาย,้ากินเบียร์ไม่ได้อาโลคประจำตัวกูเลยอะกินช็อคโกแล็ตกะของหวานไม่ได้กินช็อกโกแลตจ้ตาย
130,โง่ที่ต่ำที่สุดก็คือการที่คุณโง่และคุณคิดว่า,โง่ ง่ ที่ต่ำ ทู้ สุก ก็ คือ การ ที่ หุน โง่ แล้ว คุณ คิด ว่า,โง่ ที่ต่ำ ที่สุด ก็ คือ การ ที่ คุณ โง่ และ คุณ คิด ว่า,โง่ง่ที่ต่ำทู้สุกก็คือการที่หุนโง่แล้วคุณคิดว่า
131,เอ๋ยมีไอ้วีร่าวีร่าวีร่าเห้ยวีร่าผมไปเอาแม่งเดี่ยวได้นะเดี๋ยวผมพยายามเอาป้อมนี้ก่อนผมจะได้ไม่แพ้,เอ้ย มี่ ไง วี ร่า วี ร่า วี ร่า ผม ไป เอา แม่ ง เดียว ได้ นะ เดี๋ยว ผม พยายาม เอา ป้อม นึง ว่ะ ผม จะ ได่ ไม่ แพน,เอ๋ย มี ไอ้ วี ร่า วี ร่า วี ร่า เห้ย วี ร่า ผม ไป เอา แม่ ง เดี่ยว ได้ นะ เดี๋ยว ผม พยายาม เอา ป้อม นี้ ก่อน ผม จะ ได้ ไม่ แพ้,เอ้ยมี่ไงวีร่าวีร่าวีร่าผมไปเอาแม่งเดียวได้นะเดี๋ยวผมพยายามเอาป้อมนึงว่ะผมจะได่ไม่แพน
132,เหงาอยากให้คนดูมีคลิปมีอะไรให้รับชมไปเรื่อยเรื่อยนะครับ,เขา อยาก ให้ คนดู มี คลิป มี อะไร ให้ รับ ชม ไป เรื่อย เรื่อย นะ ครับ,เหงา อยาก ให้ คนดู มี คลิป มี อะไร ให้ รับ ชม ไป เรื่อย เรื่อย นะ ครับ,เขาอยากให้คนดูมีคลิปมีอะไรให้รับชมไปเรื่อยเรื่อยนะครับ
133,กระจอกเกินไปก็อย่าเข้ามาเย็ดหมาถ้ากูไม่ได้บอกให้กดอย่ากด,กระจอก เกิน ไฟ ก็ อยาก เข้ามา ไอ้ เย็ด หมา มึง ไม่ ได้ บอก ให้ กน เดียว โก ด เอ้ย กู ยิน,กระจอก เกินไป ก็ อย่า เข้ามา เย็ด หมา ถ้า กู ไม่ ได้ บอก ให้ กด อย่า กด,กระจอกเกินไฟก็อยากเข้ามาไอ้เย็ดหมามึงไม่ได้บอกให้กนเดียวโกดเอ้ยกูยิน
134,คือเหี้ยอะไรวะไอ้เหี้ยมึงเอาเกมแบบอย่างงี้มาให้กูเล่นแบบคือทำไมวะ,คือ เหี้ย อะไร วะ ไอ้ เหี้ย มึง เอา เกม แบ็บ อย่างงี้ มา ให้ กู เล่น แบบ คือ ทำไม,คือ เหี้ย อะไร วะ ไอ้ เหี้ย มึง เอา เกม แบบ อย่างงี้ มา ให้ กู เล่น แบบ คือ ทำไม วะ,คือเหี้ยอะไรวะไอ้เหี้ยมึงเอาเกมแบ็บอย่างงี้มาให้กูเล่นแบบคือทำไม
135,แกล้งทำเป็นไม่รู้ภาษาอังกฤษและเป็นพวกขี้ก๊อปเวลาเข้าตาจนเนี้ยครับ,แจ้ง ทำเป็น ไม่ รู้ ภาษา อัง กึษ และ เป็พวก ขี้ ก๊อ ป เวลา เข้าตาจน เนี่ย ครับ,แกล้ง ทำเป็น ไม่ รู้ ภาษาอังกฤษ และ เป็น พวก ขี้ ก๊อ ป เวลา เข้าตาจน เนี้ย ครับ,แจ้งทำเป็นไม่รู้ภาษาอังกึษและเป็พวกขี้ก๊อปเวลาเข้าตาจนเนี่ยครับ
136,เอาชีวิตแม่ตัวเองมาเล่าไอ้ควาย,เอาชีวิต แม่ ตัวเอง มา เหล่า อ่ะ ไอ้ ควาย,เอาชีวิต แม่ ตัวเอง มา เล่า ไอ้ ควาย,เอาชีวิตแม่ตัวเองมาเหล่าอ่ะไอ้ควาย
137,คิดว่าคนฉลาดฉลาดแบบกูจะเพี้ยนไปแล้วหรอ,คิด ว่า คน ฉลาด ฉลาด เด กู จะ เพี่ย มัน แล้ว หรอ,คิด ว่า คน ฉลาด ฉลาด แบบ กู จะ เพี้ยน ไป แล้ว หรอ,คิดว่าคนฉลาดฉลาดเดกูจะเพี่ยมันแล้วหรอ
138,เขาไม่ค่อยอยากที่จะยอมรับณตรงนั้นน่ะแต่เขาทำอะไรแบบนั้น,เขา ไม่ค่อย อยาก ที่จะ ยอมรับ ใน ตรงนั้น อะ แต่ เขา ทำ อะไร แบบ นั้น,เขา ไม่ค่อย อยาก ที่จะ ยอมรับ ณ ตรงนั้น น่ะ แต่ เขา ทำ อะไร แบบ นั้น,เขาไม่ค่อยอยากที่จะยอมรับในตรงนั้นอะแต่เขาทำอะไรแบบนั้น
139,นี่ทำใมเกมแรกของวันกูต้องแพ้ทุกวันด้วยวะเห้ยกูตั้ง,นี้ ทำไม เกม แรก ของ วัน กู ต้อง แพ้ ทุกวัน เนียพอรอ เอ้ย กู ตัง,นี่ ทำ ใม เกม แรก ของ วัน กู ต้อง แพ้ ทุกวัน ด้วย วะ เห้ย กู ตั้ง,นี้ทำไมเกมแรกของวันกูต้องแพ้ทุกวันเนียพอรอเอ้ยกูตัง
140,สวยมากสวยแบบสวยใส่เกาะอกนมใหญ่ผิวขาวสวยมากน้อง,สวย มาก สวย แบบ สวย ใส่ โกก เอว ขอด นม ใหย่ ผิวขาว สวย มาก,สวย มาก สวย แบบ สวย ใส่ เกาะ อก นม ใหญ่ ผิวขาว สวย มาก น้อง,สวยมากสวยแบบสวยใส่โกกเอวขอดนมใหย่ผิวขาวสวยมาก
141,ช่วนนึงที่เราสนิทกันเราไปไหนไปด้วยกันตลอดโอเคกลับเรื่องกะเหรี่มันมีเมียคนนึงนั่นแหละ,ช่วค นึง ที่ เรา นี กัน เรา ไป ไหน ป ด้วยกัน ตลอด โอเค กับ เรื่อ ก็ดี มัน มี เมีย นึง นั่น หละ,ช่วน นึง ที่ เรา สนิท กัน เรา ไป ไหน ไป ด้วยกัน ตลอด โอเค กลับ เรื่อง กะ เห รี่ มัน มี เมีย คน นึง นั่นแหละ,ช่วคนึงที่เรานีกันเราไปไหนปด้วยกันตลอดโอเคกับเรื่อก็ดีมันมีเมียนึงนั่นหละ
142,กี่วินาทีเนี่ยแม่งขำไปสามรอบ,ห จี ก วินาที นั่ แม่ ง ขำ ไป สาม รอบ,กี่ วินาที เนี่ย แม่ ง ขำ ไป สาม รอบ,หจีกวินาทีนั่แม่งขำไปสามรอบ
143,จากการที่มึงแกล้งเนี่ย,จาก การ ที่ มึง แกล้ง เนี้ย,จาก การ ที่ มึง แกล้ง เนี่ย,จากการที่มึงแกล้งเนี้ย
144,สุลต่านคนนี้ยังมีนิสัยทำตัวเหมือนสุลต่านเพราะว่าแม่งรวยบ้านรวยมากพ่อเป็นกิจเจ้า,ละ ต่าน คน นี้ มี นิสัย ทำตัว เเป สุลต่าน กู เรียก เขา สุลต่าน ปะ ว่ แม่ ง รวย บ้าน รวย มาก พ่อ เป็น จิก เจ,สุลต่าน คน นี้ ยังมี นิสัย ทำตัว เหมือน สุลต่าน เพราะว่า แม่ ง รวย บ้าน รวย มาก พ่อ เป็น กิจ เจ้า,ละต่านคนนี้มีนิสัยทำตัวเเปสุลต่านกูเรียกเขาสุลต่านปะว่แม่งรวยบ้านรวยมากพ่อเป็นจิกเจ
145,ทำท่าเหมือนมองแต่พอไอ้สุลต่านไปนะคืออะไรวะเหี้ย,้าง ถ้า เหมือน มอง แต่ พ่อ ใอ้ สุลต่าน ไป นะ คือ อะไร วะ เหี้ย,ทำท่า เหมือน มอง แต่ พอ ไอ้ สุลต่าน ไป นะ คือ อะไร วะ เหี้ย,้างถ้าเหมือนมองแต่พ่อใอ้สุลต่านไปนะคืออะไรวะเหี้ย
146,แม่งทำเก่งจริงจริงเลยว่ะ,แม่ ง ทำ เก่ง จริง จริง เลย วะ,แม่ ง ทำ เก่ง จริง จริง เลย ว่ะ,แม่งทำเก่งจริงจริงเลยวะ
147,และในจุดจุดหนึ่งนะครับน่ารำคาญซะด้วยซ้ำที่แบบเออมึงจะหยุดพูดทำไม,แม่ ได้ จุด จุด นึง เนี่ย ครับ มัน น่ารำคาญ ซะ ด้วยซ้ำ ที่ แบ บเอ ิัน มึง จะ หยุด พูด ทำไม,และ ใน จุด จุด หนึ่ง นะ ครับ น่ารำคาญ ซะ ด้วยซ้ำ ที่ แบบ เออ มึง จะ หยุด พูด ทำไม,แม่ได้จุดจุดนึงเนี่ยครับมันน่ารำคาญซะด้วยซ้ำที่แบบเอิันมึงจะหยุดพูดทำไม
148,ไอ้เหี้ยเมียถามละไอ้สัดไปทำไม,ไอ้ เหี้ย มี ย ถาม ไล้ ว สัด ปา ทำ ไหม,ไอ้ เหี้ย เมีย ถา มละ ไอ้ สัด ไป ทำไม,ไอ้เหี้ยมียถามไล้วสัดปาทำไหม
149,แต่ที่สื่อคือถ้านายจะวอร์จะแหกจะอะไรช่วยทำให้เราดับหรือจมทีครับ,แต่ ที่ สื่อ คือ ถ้า ไน ย จะ วอ จะ แหก จาก อะไร ก็ ชั่ว ย ทำให้ เรา ดัำ มา โจ ชี้ ครับ,แต่ ที่ สื่อ คือ ถ้า นาย จะ วอร์ จะ แหก จะ อะไร ช่วย ทำให้ เรา ดับ หรือ จม ที ครับ,แต่ที่สื่อคือถ้าไนยจะวอจะแหกจากอะไรก็ชั่วยทำให้เราดัำมาโจชี้ครับ
150,ไอ้ควายโอ้วพ่องตายไปดิไปดิไป,ไอ้ ควาย โอ้ว ป้อม ตาย ไป ไป เนี้ยปย,ไอ้ ควาย โอ้ว พ่อ ง ตาย ไป ดิ ไป ดิ ไป,ไอ้ควายโอ้วป้อมตายไปไปเนี้ยปย
151,พอเจอกูคนไทยเขาจะพูดเป็นพูดภาษาฝรั่งเว้ยวันอะฟัควันอะฟัควันอะฟัคจะฟัค,พอ เจอ กู คนไทย เขา จะ พูด เป็น ฟู้ด้วภ่ษามฝร่ง อ่า วอน นะ ฟัคว้อน อะ ฟัคว้อน อะ ฟัค จะ ฟัค่,พอ เจอ กู คนไทย เขา จะ พูด เป็น พูด ภาษา ฝรั่ง เว้ย วัน อะ ฟัค วัน อะ ฟัค วัน อะ ฟัค จะ ฟัค,พอเจอกูคนไทยเขาจะพูดเป็นฟู้ด้วภ่ษามฝร่งอ่าวอนนะฟัคว้อนอะฟัคว้อนอะฟัคจะฟัค่
152,กันให้เรียบร้อยนะเย็ดแม้วใจกูแบบมึงก็แบบเสียเร็วขนาดเนี้ย,ก็ ให้ เรียบร้อย นะ เย็ด แม่ วใจ้ กู แบก มึง ก็ แบบอย่าง เสีย เร่ว ขนาด เนี้ย,กัน ให้ เรียบร้อย นะ เย็ด แม้ว ใจ กู แบบ มึง ก็ แบบ เสีย เร็ว ขนาด เนี้ย,ก็ให้เรียบร้อยนะเย็ดแม่วใจ้กูแบกมึงก็แบบอย่างเสียเร่วขนาดเนี้ย
153,ท่านครับนี่มึงเพิ่งโควตตัวเองหลังจากที่มึงบอกว่ามาจากเพลงใช่ไหมครับท่าน,ท่า นค รับได้ มึง พึง โขด ตัวเอง หลังจากที่ มึง โบ ว่า มาจาก เพลง ใช่ไหม ครับ ท่าน,ท่าน ครับ นี่ มึง เพิ่ง โค วต ตัวเอง หลังจากที่ มึง บอ กว่า มาจาก เพลง ใช่ไหม ครับ ท่าน,ท่านครับได้มึงพึงโขดตัวเองหลังจากที่มึงโบว่ามาจากเพลงใช่ไหมครับท่าน
154,คนเหล่านี้มันแค่เด็กอะครับหรือที่ชัดเจนมากกว่านั้น,คน เหล่านี้ มัน แค่ เด็ก อ่ะ ครับ หรืที่ ชัดเจน มากกว่า นั้น,คน เหล่านี้ มัน แค่ เด็ก อะ ครับ หรือ ที่ ชัดเจน มากกว่า นั้น,คนเหล่านี้มันแค่เด็กอ่ะครับหรืที่ชัดเจนมากกว่านั้น
155,ก็ดาบทาลอนนะมันบวกความเร็วโจมตีสามสิบเปอร์เซนต์มันก็เลยรวมกันเป็นห้าสิบเปอร์เซนต์โคตรไว,อ ดาบ ทา ลอน นะ มัน บวก ความเร็ว ดว ตีสาม สิ่ เปอร์ เซน นั้น ม่ง ก็ เลย รวมกัน ไป ถ้า สิบ เปอร์ เซน ต พูด ไว ัย อันนี้,ก็ ดาบ ทา ลอน นะ มัน บวก ความเร็ว โจมตี สามสิบ เปอร์ เซนต์ มัน ก็ เลย รวมกัน เป็น ห้าสิบ เปอร์ เซนต์ โคตร ไว,อดาบทาลอนนะมันบวกความเร็วดวตีสามสิ่เปอร์เซนนั้นม่งก็เลยรวมกันไปถ้าสิบเปอร์เซนตพูดไวัยอันนี้
156,ไอ้เหี้ยมึงก็ไม่ได้เก่งเหี้ยไรหรอก,อี เหี้ย มึง ก็ ไม่ ได้ เก่ง เหี้ย อะไร หรอก,ไอ้ เหี้ย มึง ก็ ไม่ ได้ เก่ง เหี้ย ไร หรอก,อีเหี้ยมึงก็ไม่ได้เก่งเหี้ยอะไรหรอก
157,เล้าหลือจับนมกูน่ะกูก็ไปอ่านกูรู้แล้วว่าพวกมึงเป็นอย่างงี้ซอยคาวบอยอยู่แถวสมมุติว่าชื่อสุขุมวิท,เล้า หรือ จับ นม กู เะก ไป อ่าน กู รู้ แ้ว ว่า มึ เป็น ยัห นี้ งส รัย คาวบอย อยู่ แถว สมมุติ ว่า ชื่อ สุขุมวิท,เล้า ห ลือ จับ นม กู น่ะ กู ก็ ไป อ่าน กู รู้ แล้ว ว่า พวก มึง เป็น อย่างงี้ ซอย คาวบอย อยู่ แถว สมมุติ ว่า ชื่อ สุขุมวิท,เล้าหรือจับนมกูเะกไปอ่านกูรู้แ้วว่ามึเป็นยัหนี้งสรัยคาวบอยอยู่แถวสมมุติว่าชื่อสุขุมวิท
158,ฮีโร่ที่เป็นได้แค่ไอ้โง่,ฮีโร่ ที่ เป็นได้ แค่ ไอ้ โง่,ฮีโร่ ที่ เป็นได้ แค่ ไอ้ โง่,ฮีโร่ที่เป็นได้แค่ไอ้โง่
159,พูดมากเดี๋ยวกูต้องพาไปเข้านอนปวดกูบ้างเรื่องหยาบคายช่ำชองกูไม่สน,มาก เหลือ กู ต้อง พา พ ไป เข้านอน โถ ด กู บ้าง และ ยาบ คาย ท่ นา ห้า ฉ้า มุม ไม่ ตูก,พูดมาก เดี๋ยว กู ต้อง พา ไป เข้านอน ปวด กู บ้าง เรื่อง หยาบคาย ช่ำชอง กู ไม่ สน,มากเหลือกูต้องพาพไปเข้านอนโถดกูบ้างและยาบคายท่นาห้าฉ้ามุมไม่ตูก
160,โง่ไปบอกคนอื่นอีกแต่ระดับความโง่ที่อยู่ใกล้ใกล้กันครับ,เขา โง่ ไป บก คนอื่น อีก แต่ ระดับ ความ โง่ ที่อยู่ ก้า ใกล้ กัน ครับ,โง่ ไป บอก คนอื่น อีก แต่ ระดับ ความ โง่ ที่อยู่ ใกล้ ใกล้ กัน ครับ,เขาโง่ไปบกคนอื่นอีกแต่ระดับความโง่ที่อยู่ก้าใกล้กันครับ
161,ถ้าเกิดว่าใครคิดเห็นอย่างไรเนี้ยหรืออยากดูข้อมูลเพิ่มเติมก็สามารถไปดูได้ที่ช่อง,ถ้า เกิด ว่า ใคร คิดเห็น อย่างไร เนี่ย ลึ อยาก ดู ข้อมูล เพิ่มเติม ก็ สามารถ ไปดู ได้ที่ ช่อง,ถ้า เกิด ว่า ใคร คิดเห็น อย่างไร เนี้ย หรือ อยาก ดู ข้อมูล เพิ่มเติม ก็ สามารถ ไปดู ได้ที่ ช่อง,ถ้าเกิดว่าใครคิดเห็นอย่างไรเนี่ยลึอยากดูข้อมูลเพิ่มเติมก็สามารถไปดูได้ที่ช่อง
162,ว่าผมจะไปเที่ยวกลางคืนพ่อแบบว่าไปแบบไปแบบทำเรื่องอย่างว่าด้วยอ่อ,ว่า ผม จะ ไปเที่ยว กลางคืน พ่อ บ ว่า ไป แบบ ไป แบบ ทำ เรื่อ งอ ย่ง ว่า เด้ วอ่อ,ว่า ผม จะ ไปเที่ยว กลางคืน พ่อ แบบ ว่า ไป แบบ ไป แบบ ทำ เรื่อง อย่าง ว่าด้วย อ่อ,ว่าผมจะไปเที่ยวกลางคืนพ่อบว่าไปแบบไปแบบทำเรื่องอย่งว่าเด้วอ่อ
163,แทนที่ปรสิตมันจะทำให้คอนเทนต์มันดีขึ้นน่าดูมากขึ้น,แทนที่ ปรสิต มัน จะ ทำให้ คอนเทนต์ มัน ดีขึ้น น่าดู มากขึ้น,แทนที่ ปรสิต มัน จะ ทำให้ คอนเทนต์ มัน ดีขึ้น น่าดู มากขึ้น,แทนที่ปรสิตมันจะทำให้คอนเทนต์มันดีขึ้นน่าดูมากขึ้น
164,ไอ่ได้ไหมสมใจอยากผมได้ดูหีโหแอกเกรสซีฟจังพ่อพึ่งสวดมนต์เสร็จพ่อกำลัง,อ่า ด่า แม่ ผม ใจ ะ อยาก ผม ได้ ดู หี โห อาจ ฉะ สี บ จัง พอ พึง ส่วดบน เสร็จ พ่อ,ไอ่ ได้ ไหม สมใจอยาก ผม ได้ ดู หี โห แอก เก รส ซี ฟ จัง พ่อ พึ่ง สวดมนต์ เสร็จ พ่อ กำลัง,อ่าด่าแม่ผมใจะอยากผมได้ดูหีโหอาจฉะสีบจังพอพึงส่วดบนเสร็จพ่อ
165,แต่ผมเนี่ยครับเป็นคนที่ไม่ดูยูทูปเบอร์ในไทยอยู่แล้ว,แต่ ผม นะ ครับ เป็น คน ที่ ไม่ ดู ยู ทู ป เบอร์ น ไท ยอ ยู แล้ว,แต่ ผม เนี่ย ครับ เป็น คน ที่ ไม่ ดู ยู ทู ป เบอร์ ใน ไทย อยู่แล้ว,แต่ผมนะครับเป็นคนที่ไม่ดูยูทูปเบอร์นไทยอยูแล้ว
166,ยามอ่าเปลี่ยนเอเคเอเป็นเพิ่มกากที่เราไม่เอาด้วยก็เพราะว่ากล้วยเพิ่ม,ยาว อ่ะ เส เปีย น เอเค เป็น โพ ม กาบ หี่ เร่า ไม่ เอา า ด้วย กับ เผ ม ก็ กล วย เพ ิ่,ยาม อ่า เปลี่ยน เอเค เอ เป็น เพิ่ม กาก ที่ เรา ไม่ เอา ด้วย ก็เพราะว่า กล้วย เพิ่ม,ยาวอ่ะเสเปียนเอเคเป็นโพมกาบหี่เร่าไม่เอาาด้วยกับเผมก็กลวยเพิ่
167,คุณเข้าใจไหมผมโดนบางอย่างที่ไม่สามารถจะพูดออกมาตรงตรงได้,มึง ก็ จห มะ ผม โดน บางอย่าง ที่ ไม่ สามารถ จะ พูด ออกมา ตรง ตรง ได้,คุณ เข้าใจ ไหม ผม โดน บางอย่าง ที่ ไม่ สามารถ จะ พูด ออกมา ตรง ตรง ได้,มึงก็จหมะผมโดนบางอย่างที่ไม่สามารถจะพูดออกมาตรงตรงได้
168,เต้าแตกวะเอาให้หัวนมช้ำมึงต้องร้องอุทานออกมาว่าโอ้ยหัวนม,เป่า แตก ก เอา ไห้ หัวนม ชับคน มึง ต้น ร้อง กู ทาน ออกมา วะ อ้อย หัว น้,เต้า แตก วะ เอา ให้ หัวนม ช้ำ มึง ต้อง ร้อง อุทาน ออกมา ว่า โอ้ย หัวนม,เป่าแตกกเอาไห้หัวนมชับคนมึงต้นร้องกูทานออกมาวะอ้อยหัวน้
169,มึงไม่เข้าใจมึงมึงไม่เข้าใจกับ,มึง ไม่ เข้าใจ อะ มึง มึง ไม่ เข้าใจ กับ สิ,มึง ไม่ เข้าใจ มึง มึง ไม่ เข้าใจ กับ,มึงไม่เข้าใจอะมึงมึงไม่เข้าใจกับสิ
170,ครับเป็นสิ่งที่รัฐบาลและนักจิตวิทยาทั่วโลกควรจะจับตามอง,ครับ เป็น สิ่ง ที่ รัฐบาล และ นักจิตวิทยา ทั่วโลก ควรจะ จับตา ม่า,ครับ เป็น สิ่ง ที่ รัฐบาล และ นักจิตวิทยา ทั่วโลก ควรจะ จับตามอง,ครับเป็นสิ่งที่รัฐบาลและนักจิตวิทยาทั่วโลกควรจะจับตาม่า
171,แผนของผมก็คือผมจะสร้างมีมและให้คนในดิสคอร์ดของผมเนี่ยครับ,ม่าพบ ก็ คือ ผม จะ สร้าง มี ร แล ิ ให้ คนใน ดิส คอ รด ของ ผม นะ ครับ สั,แผน ของ ผม ก็ คือ ผม จะ สร้าง มีม และ ให้ คนใน ดิส คอร์ด ของ ผม เนี่ย ครับ,ม่าพบก็คือผมจะสร้างมีรแลิให้คนในดิสคอรดของผมนะครับสั
172,ชีวิตดีดีอ่ะไอ้เหี้ย,ชีวิต ไอ้ ดี อ่ย ไอ้ เหี้ย,ชีวิต ดี ดี อ่ะ ไอ้ เหี้ย,ชีวิตไอ้ดีอ่ยไอ้เหี้ย
173,แล้วมึงจะกลัวมันทำเหี้ยอะไร,แล้ว ปึง จะ กลัว มัน ทำ เหี้ย อะไร,แล้ว มึง จะ กลัว มัน ทำ เหี้ย อะไร,แล้วปึงจะกลัวมันทำเหี้ยอะไร
174,อตื่นเช้ามาเท่านั้นแหละความรู้สึกคือมันเหมือนคุณน่ะใส่เหล็กไว้สักร้อยตัน,พอ ตื่น เช้า มา า เท่า นั่นแหละ ความรู้สึก คือ มัน เหมือน คุณ ใส่ เหล็ก ไว้ สัก ท้อ ย ตัด,อ ตื่น เช้า มา เท่า นั้นแหละ ความรู้สึก คือ มัน เหมือน คุณ น่ะ ใส่ เหล็ก ไว้ สัก ร้อย ตัน,พอตื่นเช้ามาาเท่านั่นแหละความรู้สึกคือมันเหมือนคุณใส่เหล็กไว้สักท้อยตัด
175,ตายป่าว,ฮืม ตาย รึ ป่าว,ตาย ป่าว,ฮืมตายรึป่าว
176,โชคดีอ่ะเนาะเลยไม่ได้เป็นทหารไงโว้ยถ้าผมเป็นทหารกว่านี้นะผมยศ,โย คดี อ่ะ นะ เด ย ไม่ ได้ เป็น ทหาร นี้ หู้ย ถ้า ผม เป็น ทหาร พอน นี้ นะ ผม หยด,โชคดี อ่ะ เนาะ เลย ไม่ ได้ เป็น ทหาร ไง โว้ย ถ้า ผม เป็น ทหาร กว่า นี้ นะ ผม ยศ,โยคดีอ่ะนะเดยไม่ได้เป็นทหารนี้หู้ยถ้าผมเป็นทหารพอนนี้นะผมหยด
177,จะแบบมาชวนคุยมานั่งกินผมก็สั่งเบียร์แอปเปิ้ลเป็นคนไม่แดกเบียร์แดกแต่เหล้า,แส ชวน คุย มา นั่ง จกิงผม ก็ สั่ง เบียร แอปเปิ้ล เป็น คไมี แดก เบียร์ แดก แต่ เล้า,จะ แบบ มา ชวน คุย มา นั่ง กิน ผม ก็ สั่ง เบียร์ แอปเปิ้ล เป็น คน ไม่ แดก เบียร์ แดก แต่ เหล้า,แสชวนคุยมานั่งจกิงผมก็สั่งเบียรแอปเปิ้ลเป็นคไมีแดกเบียร์แดกแต่เล้า
178,เหมือนกันสัดกูรู้สึกแย่อะมันค่อนค้าง,เหมือนกัน สัด กู รู้สึก แย่ มัน ก็ น ข้าง,เหมือนกัน สัด กู รู้สึก แย่ อะ มัน ค่อน ค้าง,เหมือนกันสัดกูรู้สึกแย่มันก็นข้าง
179,จากนะคนเต็มเลยอ่ะเออโห่เอ้ยเมื่อวานก็มีคนมารุมต่อยผมนะประมาณ,จับ นัก คน เต ม ล่ะ เออ โห่ เอ้ อง วาย ก็ มี คน มา ลุ ม ต่อย ผม แล้ว บะ มา ะ,จาก นะ คน เต็ม เลย อ่ะ เออ โห่ เอ้ย เมื่อวาน ก็ มี คน มา รุม ต่อย ผม นะ ประมาณ,จับนักคนเตมล่ะเออโห่เอ้องวายก็มีคนมาลุมต่อยผมแล้วบะมาะ
180,ตุ่มตุ่มตุ่มหลานอังคารมาเป็นมาทุกเพลงมืงอย่างได้เพลงแนวไหนมึงไปที่นั่นมึงได้หมดเลยทุกวันนี้,ตุ่ม ตุ้ม ตุ้ม ร้าน ขาง ข้าง มา เป็นมา ทุก เพลง มึง อยากได้ เพลง แนว ไห มึง ไป ท นั่น มึง ได้ หมด เลย ทุกวันนี้,ตุ่ม ตุ่ม ตุ่ม หลาน อังคาร มา เป็นมา ทุก เพลง มืง อย่าง ได้ เพลง แนว ไหน มึง ไป ที่นั่น มึง ได้ หมด เลย ทุกวันนี้,ตุ่มตุ้มตุ้มร้านขางข้างมาเป็นมาทุกเพลงมึงอยากได้เพลงแนวไหมึงไปทนั่นมึงได้หมดเลยทุกวันนี้
181,มาดิไอ้เหี้ย,มา เด ิ ไอ้ เหี้ย,มา ดิ ไอ้ เหี้ย,มาเดิไอ้เหี้ย
182,ไอ้เย็ดแม่ตาย,ไอ้ เย็ด แม่ตาย แมด,ไอ้ เย็ด แม่ตาย,ไอ้เย็ดแม่ตายแมด
183,กูแบบกลึบกลืบกลืบกลืบไอ้สัดอ้วก,กู บอก รึ บดึบดืบกรืบ ไอ้ สัส โอ้ว ด,กู แบ บก ลึบก ลืบ ก ลืบ ก ลืบ ไอ้ สัด อ้วก,กูบอกรึบดึบดืบกรืบไอ้สัสโอ้วด
184,แต่น่าเบื่อชิบหาย,แต่ น่าเบื่อ ชี บ หาย,แต่ น่าเบื่อ ชิบหาย,แต่น่าเบื่อชีบหาย
185,เขาก็มองว่าตัวทิวากรเนี้ยเป็นพวกอ่าเรียกร้องความสนใจสูงเรียกร้องความสนใจเ,เขา ก็ มองว่า ตัว ที วา กร เนี่ย เป็น พวก อ่า เรียกร้อง ความสนใจ สูง เรียกร้อง ความสนใจ จริง,เขา ก็ มองว่า ตัว ทิวากร เนี้ย เป็น พวก อ่า เรียกร้อง ความสนใจ สูง เรียกร้อง ความสนใจ เ,เขาก็มองว่าตัวทีวากรเนี่ยเป็นพวกอ่าเรียกร้องความสนใจสูงเรียกร้องความสนใจจริง
