,sentence,pred_sentence_tok,sentence_tok,pred_sentence
126,มันไม่ได้ยากด้วยครับแต่มึงไม่ทำ,มัน ไม่ ได้ ยาก ด้วย ครับ แต่ มึง ไม่ ท[ UNK ]า,มัน ไม่ ได้ ยาก ด้วย ครับ แต่ มึง ไม่ ทำ,มันไม่ได้ยากด้วยครับแต่มึงไม่ท[UNK]า
127,ผมแค่ต้องการจะสื่อในโลกออนไลน์ว่าคนเรามักตัดสินอีกคนแค่หน้าเฟสเขาเท่านั้น,ผม แค่ ต้องการ จะ สื่อ ใน โลก ออนไลน์ ว่า คนเรา มัก ตัดสิน อีก คน แค่ หน้า เฟส เขา เท่านั้น,ผม แค่ ต้องการ จะ สื่อ ใน โลก ออนไลน์ ว่า คนเรา มัก ตัดสิน อีก คน แค่ หน้า เฟส เขา เท่านั้น,ผมแค่ต้องการจะสื่อในโลกออนไลน์ว่าคนเรามักตัดสินอีกคนแค่หน้าเฟสเขาเท่านั้น
128,อาหาหาห้ะเห้ยหาหาเห้ยเห้ย,อา หา หา ห้ะเห้ย หา หา เห้ยเห้ย,อา หา หา ห้ะเห้ย หา หา เห้ยเห้ย,อาหาหาห้ะเห้ยหาหาเห้ยเห้ย
129,กินเบียร์ไม่ได้อ่าโรคประจำตัวกูเลยอ่ากูกินช็อคโกแลตกับของหวานไม่ได้กินช็อคโกแลตจะตาย,กิน เบียร์ ไม่ ได้ อ่า ลก ประจำตัว กู เลย อ่ะ กู กิน่อค โก แล็ค จะ ของหวาน ไม่ ได้ กิน ช่อง โก ็ล็ตชับ ตาย,กิน เบียร์ ไม่ ได้ อ่า โรคประจำตัว กู เลย อ่า กู กิน ช็อคโกแลต กับ ของหวาน ไม่ ได้ กิน ช็อคโกแลต จะ ตาย,กินเบียร์ไม่ได้อ่าลกประจำตัวกูเลยอ่ะกูกิน่อคโกแล็คจะของหวานไม่ได้กินช่องโก็ล็ตชับตาย
130,โง่ที่ต่ำที่สุดก็คือการที่คุณโง่และคุณคิดว่า,โง่ ที่ต่ำ ที่สุด ก็ คือ การ ที่ คุณ โง่ และ คุณ คิด ว่า,โง่ ที่ต่ำ ที่สุด ก็ คือ การ ที่ คุณ โง่ และ คุณ คิด ว่า,โง่ที่ต่ำที่สุดก็คือการที่คุณโง่และคุณคิดว่า
131,เอ๋ยมีไอ้วีร่าวีร่าวีร่าเห้ยวีร่าผมไปเอาแม่งเดี่ยวได้นะเดี๋ยวผมพยายามเอาป้อมนี้ก่อนผมจะได้ไม่แพ้,เอ้ย ไง พี ร่า ด เพ ล่า วี ล่า ผม ไม่ อ้ำ แม่ ง เดียว ได้ นะ เดี่ยว ผม พยายาม พา ว ป้อง มึง วะ ผม จะ เด ไม่ แพ้ น,เอ๋ย มี ไอ้ วี ร่า วี ร่า วี ร่า เห้ย วี ร่า ผม ไป เอา แม่ ง เดี่ยว ได้ นะ เดี๋ยว ผม พยายาม เอา ป้อม นี้ ก่อน ผม จะ ได้ ไม่ แพ้,เอ้ยไงพีร่าดเพล่าวีล่าผมไม่อ้ำแม่งเดียวได้นะเดี่ยวผมพยายามพาวป้องมึงวะผมจะเดไม่แพ้น
132,เหงาอยากให้คนดูมีคลิปมีอะไรให้รับชมไปเรื่อยเรื่อยนะครับ,เหงา อยาก ให้ คนดู มี คลิป มี อะไร ให้ รับ ชม ไป เรื่อย เรื่อย นะ ครับ,เหงา อยาก ให้ คนดู มี คลิป มี อะไร ให้ รับ ชม ไป เรื่อย เรื่อย นะ ครับ,เหงาอยากให้คนดูมีคลิปมีอะไรให้รับชมไปเรื่อยเรื่อยนะครับ
133,กระจอกเกินไปก็อย่าเข้ามาเย็ดหมาถ้ากูไม่ได้บอกให้กดอย่ากด,กระจอก เกินไป ก็ อย่า เข้ามา เย็ด หมา ถ้า กู ไม่ ได้ บอก ให้ กด อย่า กด,กระจอก เกินไป ก็ อย่า เข้ามา เย็ด หมา ถ้า กู ไม่ ได้ บอก ให้ กด อย่า กด,กระจอกเกินไปก็อย่าเข้ามาเย็ดหมาถ้ากูไม่ได้บอกให้กดอย่ากด
134,คือเหี้ยอะไรวะไอ้เหี้ยมึงเอาเกมแบบอย่างงี้มาให้กูเล่นแบบคือทำไมวะ,คือ เหี้ย อะไร วะ ไอ้ เหี้ย มึง เอา เกม แบบ อย่างงี้ มา ให้ กู เล่น แบบ คือ ทำไม,คือ เหี้ย อะไร วะ ไอ้ เหี้ย มึง เอา เกม แบบ อย่างงี้ มา ให้ กู เล่น แบบ คือ ทำไม วะ,คือเหี้ยอะไรวะไอ้เหี้ยมึงเอาเกมแบบอย่างงี้มาให้กูเล่นแบบคือทำไม
135,แกล้งทำเป็นไม่รู้ภาษาอังกฤษและเป็นพวกขี้ก๊อปเวลาเข้าตาจนเนี้ยครับ,แกล้ง ท[ UNK ]า เป็น ไม่ รู้ ภาษา อัง กษ และ เป็น พวก ขี้ ก๊อ ป เวลา เข้าตาจน เนี้ย ครับ,แกล้ง ทำเป็น ไม่ รู้ ภาษาอังกฤษ และ เป็น พวก ขี้ ก๊อ ป เวลา เข้าตาจน เนี้ย ครับ,แกล้งท[UNK]าเป็นไม่รู้ภาษาอังกษและเป็นพวกขี้ก๊อปเวลาเข้าตาจนเนี้ยครับ
136,เอาชีวิตแม่ตัวเองมาเล่าไอ้ควาย,เอาชีวิต แม่ ด ตัวเอง มา เล่า หอ ไอ้ ควาย,เอาชีวิต แม่ ตัวเอง มา เล่า ไอ้ ควาย,เอาชีวิตแม่ดตัวเองมาเล่าหอไอ้ควาย
137,คิดว่าคนฉลาดฉลาดแบบกูจะเพี้ยนไปแล้วหรอ,คิด ว่า คน ฉลาด ฉลาด แบบ กู จะ เพี้ยน ไป แล้ว หรอ,คิด ว่า คน ฉลาด ฉลาด แบบ กู จะ เพี้ยน ไป แล้ว หรอ,คิดว่าคนฉลาดฉลาดแบบกูจะเพี้ยนไปแล้วหรอ
138,เขาไม่ค่อยอยากที่จะยอมรับณตรงนั้นน่ะแต่เขาทำอะไรแบบนั้น,เขา ไม่ค่อย อยาก ที่จะ ยอมรับ ณ ตรงนั้น น่ะ แต่ เขา ท[ UNK ]า อะไร แบบ นั้น,เขา ไม่ค่อย อยาก ที่จะ ยอมรับ ณ ตรงนั้น น่ะ แต่ เขา ทำ อะไร แบบ นั้น,เขาไม่ค่อยอยากที่จะยอมรับณตรงนั้นน่ะแต่เขาท[UNK]าอะไรแบบนั้น
139,นี่ทำใมเกมแรกของวันกูต้องแพ้ทุกวันด้วยวะเห้ยกูตั้ง,นี่ ทำ ใม เกม แรก ของ วัน กู ต้อง แพ้ ทุกวัน ด้วย วะ เห้ย กู ตั้ง,นี่ ทำ ใม เกม แรก ของ วัน กู ต้อง แพ้ ทุกวัน ด้วย วะ เห้ย กู ตั้ง,นี่ทำใมเกมแรกของวันกูต้องแพ้ทุกวันด้วยวะเห้ยกูตั้ง
140,สวยมากสวยแบบสวยใส่เกาะอกนมใหญ่ผิวขาวสวยมากน้อง,สวย มาก สวย แบบ สวย ใส่ กอก เอว ขอด นม ใหย่ ผิวขาว สวย มาก,สวย มาก สวย แบบ สวย ใส่ เกาะ อก นม ใหญ่ ผิวขาว สวย มาก น้อง,สวยมากสวยแบบสวยใส่กอกเอวขอดนมใหย่ผิวขาวสวยมาก
141,ช่วนนึงที่เราสนิทกันเราไปไหนไปด้วยกันตลอดโอเคกลับเรื่องกะเหรี่มันมีเมียคนนึงนั่นแหละ,ชว งห นึง ที่ เรา สนี กัน เรา ไป ไหน ไป ด้วยกัน ตลอด โอ เคี่ย กลับ เริ่ม ก็ดี มัมี เมียง คน ห นึง นั่นแหละ,ช่วน นึง ที่ เรา สนิท กัน เรา ไป ไหน ไป ด้วยกัน ตลอด โอเค กลับ เรื่อง กะ เห รี่ มัน มี เมีย คน นึง นั่นแหละ,ชวงหนึงที่เราสนีกันเราไปไหนไปด้วยกันตลอดโอเคี่ยกลับเริ่มก็ดีมัมีเมียงคนหนึงนั่นแหละ
142,กี่วินาทีเนี่ยแม่งขำไปสามรอบ,กี่ วินาที เนี่ย แม่ ง ขำ ไป สาม รอบ,กี่ วินาที เนี่ย แม่ ง ขำ ไป สาม รอบ,กี่วินาทีเนี่ยแม่งขำไปสามรอบ
143,จากการที่มึงแกล้งเนี่ย,จาก การ ที่ มึง แกล้ง เนี่ย,จาก การ ที่ มึง แกล้ง เนี่ย,จากการที่มึงแกล้งเนี่ย
144,สุลต่านคนนี้ยังมีนิสัยทำตัวเหมือนสุลต่านเพราะว่าแม่งรวยบ้านรวยมากพ่อเป็นกิจเจ้า,ไต ายคน นี้ มี นิสัย เท ำ ตัว มน สูด และ ต่าน กู เรียก เข้าสู่ และ ต่าน เราะ ว่า แม่ ง รวย บ้าน รวย มาก พ่อ เป็น จิต,สุลต่าน คน นี้ ยังมี นิสัย ทำตัว เหมือน สุลต่าน เพราะว่า แม่ ง รวย บ้าน รวย มาก พ่อ เป็น กิจ เจ้า,ไตายคนนี้มีนิสัยเทำตัวมนสูดและต่านกูเรียกเข้าสู่และต่านเราะว่าแม่งรวยบ้านรวยมากพ่อเป็นจิต
145,ทำท่าเหมือนมองแต่พอไอ้สุลต่านไปนะคืออะไรวะเหี้ย,คั้ง ถ้า เห มืน มอง แต่ พ่อ สู ล ตาน ไหม นะ คือ อะไร วะ เหี้ย,ทำท่า เหมือน มอง แต่ พอ ไอ้ สุลต่าน ไป นะ คือ อะไร วะ เหี้ย,คั้งถ้าเหมืนมองแต่พ่อสูลตานไหมนะคืออะไรวะเหี้ย
146,แม่งทำเก่งจริงจริงเลยว่ะ,แม่ ง ทำ เก่ง จริง จริง เลย ว่ะ,แม่ ง ทำ เก่ง จริง จริง เลย ว่ะ,แม่งทำเก่งจริงจริงเลยว่ะ
147,และในจุดจุดหนึ่งนะครับน่ารำคาญซะด้วยซ้ำที่แบบเออมึงจะหยุดพูดทำไม,และ ใน จุด จุด หนึ่ง นะ ครับ น่า ร[ UNK ]า คา ญ ซะ ด้วย ซ้[ UNK ]า ที่ แบบ เออ มึง จะ หยุด พูด ท[ UNK ]าไม,และ ใน จุด จุด หนึ่ง นะ ครับ น่ารำคาญ ซะ ด้วยซ้ำ ที่ แบบ เออ มึง จะ หยุด พูด ทำไม,และในจุดจุดหนึ่งนะครับน่าร[UNK]าคาญซะด้วยซ้[UNK]าที่แบบเออมึงจะหยุดพูดท[UNK]าไม
148,ไอ้เหี้ยเมียถามละไอ้สัดไปทำไม,ไอ้ เหี้ย เมีย ถา มละ ไอ้ สัด ไป ทำไม,ไอ้ เหี้ย เมีย ถา มละ ไอ้ สัด ไป ทำไม,ไอ้เหี้ยเมียถามละไอ้สัดไปทำไม
149,แต่ที่สื่อคือถ้านายจะวอร์จะแหกจะอะไรช่วยทำให้เราดับหรือจมทีครับ,แต่ ที่ สื่อ คือ ถ้า นาย จะ วอร์ จะ แหก จะ อะไร ช่วย ทำให้ เรา ดับ หรือ จม ที ครับ,แต่ ที่ สื่อ คือ ถ้า นาย จะ วอร์ จะ แหก จะ อะไร ช่วย ทำให้ เรา ดับ หรือ จม ที ครับ,แต่ที่สื่อคือถ้านายจะวอร์จะแหกจะอะไรช่วยทำให้เราดับหรือจมทีครับ
150,ไอ้ควายโอ้วพ่องตายไปดิไปดิไป,ไอ้ ควาย โอ้ว พ่อ ง ตาย ไป ดิ ไป ดิ ไป,ไอ้ ควาย โอ้ว พ่อ ง ตาย ไป ดิ ไป ดิ ไป,ไอ้ควายโอ้วพ่องตายไปดิไปดิไป
151,พอเจอกูคนไทยเขาจะพูดเป็นพูดภาษาฝรั่งเว้ยวันอะฟัควันอะฟัควันอะฟัคจะฟัค,พอ เจอ กู คนไทย เขา จะ พูด เป็น ฟู้ตึ้ภ นาน ฝ รัง ก อา ก วัน น่ะ ฟัก วะ น น่ะ ฟัก วะ น่ะ ฟัก จะ ฟัก,พอ เจอ กู คนไทย เขา จะ พูด เป็น พูด ภาษา ฝรั่ง เว้ย วัน อะ ฟัค วัน อะ ฟัค วัน อะ ฟัค จะ ฟัค,พอเจอกูคนไทยเขาจะพูดเป็นฟู้ตึ้ภนานฝรังกอากวันน่ะฟักวะนน่ะฟักวะน่ะฟักจะฟัก
152,กันให้เรียบร้อยนะเย็ดแม้วใจกูแบบมึงก็แบบเสียเร็วขนาดเนี้ย,กัน ให้ เรียบร้อย นะ เย็ด แม้ว ใจ กู แบบ มึง ก็ แบบ เสีย เร็ว ขนาด เนี้ย,กัน ให้ เรียบร้อย นะ เย็ด แม้ว ใจ กู แบบ มึง ก็ แบบ เสีย เร็ว ขนาด เนี้ย,กันให้เรียบร้อยนะเย็ดแม้วใจกูแบบมึงก็แบบเสียเร็วขนาดเนี้ย
153,ท่านครับนี่มึงเพิ่งโควตตัวเองหลังจากที่มึงบอกว่ามาจากเพลงใช่ไหมครับท่าน,ท่าน ครับ นี่ มึง เพิ่ง โค วต ตัวเอง หลังจากที่ มึง บอ กว่า มาจาก เพลง ใช่ไหม ครับ ท่าน,ท่าน ครับ นี่ มึง เพิ่ง โค วต ตัวเอง หลังจากที่ มึง บอ กว่า มาจาก เพลง ใช่ไหม ครับ ท่าน,ท่านครับนี่มึงเพิ่งโควตตัวเองหลังจากที่มึงบอกว่ามาจากเพลงใช่ไหมครับท่าน
154,คนเหล่านี้มันแค่เด็กอะครับหรือที่ชัดเจนมากกว่านั้น,คน เหล่านี้ มัน แค่ เด็ก อะ ครับ หรือ ที่ ชัดเจน มากกว่า นั้น,คน เหล่านี้ มัน แค่ เด็ก อะ ครับ หรือ ที่ ชัดเจน มากกว่า นั้น,คนเหล่านี้มันแค่เด็กอะครับหรือที่ชัดเจนมากกว่านั้น
155,ก็ดาบทาลอนนะมันบวกความเร็วโจมตีสามสิบเปอร์เซนต์มันก็เลยรวมกันเป็นห้าสิบเปอร์เซนต์โคตรไว,่อ ด่า ทา ดอน นั่มัน บอก ความ เดือจรง ตี สามสิบ เปอร์ เซน ต นั้น มัน ก็ เลย ลง กัน ไป ท่าน สิ บปอ์ เซน อ่า พูด ไว อย่างนี้,ก็ ดาบ ทา ลอน นะ มัน บวก ความเร็ว โจมตี สามสิบ เปอร์ เซนต์ มัน ก็ เลย รวมกัน เป็น ห้าสิบ เปอร์ เซนต์ โคตร ไว,่อด่าทาดอนนั่มันบอกความเดือจรงตีสามสิบเปอร์เซนตนั้นมันก็เลยลงกันไปท่านสิบปอ์เซนอ่าพูดไวอย่างนี้
156,ไอ้เหี้ยมึงก็ไม่ได้เก่งเหี้ยไรหรอก,ไอ้ เหี้ย มึง ก็ ไม่ ได้ เก่ง เหี้ย ไร หรอก,ไอ้ เหี้ย มึง ก็ ไม่ ได้ เก่ง เหี้ย ไร หรอก,ไอ้เหี้ยมึงก็ไม่ได้เก่งเหี้ยไรหรอก
157,เล้าหลือจับนมกูน่ะกูก็ไปอ่านกูรู้แล้วว่าพวกมึงเป็นอย่างงี้ซอยคาวบอยอยู่แถวสมมุติว่าชื่อสุขุมวิท,เล้า หรือ จับ นม กว่ หนัก กู ก็ ไป อ่าน กู รู้ แล้ว ว่า มึง เป็น เก็นหน่ง สอย ขาบ ลอย อยู่ แถว สมมุติ ว่า ชื่อ สุขุม วิ ค,เล้า ห ลือ จับ นม กู น่ะ กู ก็ ไป อ่าน กู รู้ แล้ว ว่า พวก มึง เป็น อย่างงี้ ซอย คาวบอย อยู่ แถว สมมุติ ว่า ชื่อ สุขุมวิท,เล้าหรือจับนมกว่หนักกูก็ไปอ่านกูรู้แล้วว่ามึงเป็นเก็นหน่งสอยขาบลอยอยู่แถวสมมุติว่าชื่อสุขุมวิค
158,ฮีโร่ที่เป็นได้แค่ไอ้โง่,ฮีโร่ ที่ เป็นได้ แค่ ไอ้ โง่,ฮีโร่ ที่ เป็นได้ แค่ ไอ้ โง่,ฮีโร่ที่เป็นได้แค่ไอ้โง่
159,พูดมากเดี๋ยวกูต้องพาไปเข้านอนปวดกูบ้างเรื่องหยาบคายช่ำชองกูไม่สน,พู มาก เดี๋ยว กู ต้อง พา ไป เข้านอน ปวด กู บ้าง เรื่อง หยาบคาย ช่ำชอง กู ไม่ สน,พูดมาก เดี๋ยว กู ต้อง พา ไป เข้านอน ปวด กู บ้าง เรื่อง หยาบคาย ช่ำชอง กู ไม่ สน,พูมากเดี๋ยวกูต้องพาไปเข้านอนปวดกูบ้างเรื่องหยาบคายช่ำชองกูไม่สน
160,โง่ไปบอกคนอื่นอีกแต่ระดับความโง่ที่อยู่ใกล้ใกล้กันครับ,โง่ โบ อก คนอื่น อีก แต่ ระดับ ความ โง่ ที่อยู่ ใกล้ ใกล้ กัน ครับ,โง่ ไป บอก คนอื่น อีก แต่ ระดับ ความ โง่ ที่อยู่ ใกล้ ใกล้ กัน ครับ,โง่โบอกคนอื่นอีกแต่ระดับความโง่ที่อยู่ใกล้ใกล้กันครับ
161,ถ้าเกิดว่าใครคิดเห็นอย่างไรเนี้ยหรืออยากดูข้อมูลเพิ่มเติมก็สามารถไปดูได้ที่ช่อง,ถ้า เกิด ว่า ใคร คิดเห็น อย่างไร เนี้ย หรือ อยาก ดู ข้อมูล เพิ่มเติม ก็ สามารถ ไปดู ได้ที่ ช่อง,ถ้า เกิด ว่า ใคร คิดเห็น อย่างไร เนี้ย หรือ อยาก ดู ข้อมูล เพิ่มเติม ก็ สามารถ ไปดู ได้ที่ ช่อง,ถ้าเกิดว่าใครคิดเห็นอย่างไรเนี้ยหรืออยากดูข้อมูลเพิ่มเติมก็สามารถไปดูได้ที่ช่อง
162,ว่าผมจะไปเที่ยวกลางคืนพ่อแบบว่าไปแบบไปแบบทำเรื่องอย่างว่าด้วยอ่อ,ว่ะ ผม จะ ไปเที่ยว กลางคืน พ่อ ว่า ไป แบบ แบ บท [ UNK ]า เรื่อง อย่างว่า เดือย ออ,ว่า ผม จะ ไปเที่ยว กลางคืน พ่อ แบบ ว่า ไป แบบ ไป แบบ ทำ เรื่อง อย่าง ว่าด้วย อ่อ,ว่ะผมจะไปเที่ยวกลางคืนพ่อว่าไปแบบแบบท[UNK]าเรื่องอย่างว่าเดือยออ
163,แทนที่ปรสิตมันจะทำให้คอนเทนต์มันดีขึ้นน่าดูมากขึ้น,แทนที่ ปรสิต มัน จะ ท[ UNK ]า ให้ คอนเทนต์ มัน ดีขึ้น น่าดู มากขึ้น,แทนที่ ปรสิต มัน จะ ทำให้ คอนเทนต์ มัน ดีขึ้น น่าดู มากขึ้น,แทนที่ปรสิตมันจะท[UNK]าให้คอนเทนต์มันดีขึ้นน่าดูมากขึ้น
164,ไอ่ได้ไหมสมใจอยากผมได้ดูหีโหแอกเกรสซีฟจังพ่อพึ่งสวดมนต์เสร็จพ่อกำลัง,ไง่า นายแม่ สมใจ ะ อยาก ผม ได้ ดู หี โอ โอ าจ จะ สี บ จัง พอ เพิง ส่วดมนเสร็พ่อก,ไอ่ ได้ ไหม สมใจอยาก ผม ได้ ดู หี โห แอก เก รส ซี ฟ จัง พ่อ พึ่ง สวดมนต์ เสร็จ พ่อ กำลัง,ไง่านายแม่สมใจะอยากผมได้ดูหีโอโอาจจะสีบจังพอเพิงส่วดมนเสร็พ่อก
165,แต่ผมเนี่ยครับเป็นคนที่ไม่ดูยูทูปเบอร์ในไทยอยู่แล้ว,แต่ ผม เนี่ย ครับ เป็น คน ที่ ไม่ ดู ยู ทู ป เบอร์ ใน ไทย อยู่แล้ว,แต่ ผม เนี่ย ครับ เป็น คน ที่ ไม่ ดู ยู ทู ป เบอร์ ใน ไทย อยู่แล้ว,แต่ผมเนี่ยครับเป็นคนที่ไม่ดูยูทูปเบอร์ในไทยอยู่แล้ว
166,ยามอ่าเปลี่ยนเอเคเอเป็นเพิ่มกากที่เราไม่เอาด้วยก็เพราะว่ากล้วยเพิ่ม,ยาม อ่า เปี่ยน เอเค เอ เป็น เพิ่ม กาก ที่ เรา ไม่ เอา ด้วย ก็เพราะว่า กล้วย เพิ่ม,ยาม อ่า เปลี่ยน เอเค เอ เป็น เพิ่ม กาก ที่ เรา ไม่ เอา ด้วย ก็เพราะว่า กล้วย เพิ่ม,ยามอ่าเปี่ยนเอเคเอเป็นเพิ่มกากที่เราไม่เอาด้วยก็เพราะว่ากล้วยเพิ่ม
167,คุณเข้าใจไหมผมโดนบางอย่างที่ไม่สามารถจะพูดออกมาตรงตรงได้,คุณ เข้าใจ ไหม ผม โดน บางอย่าง ที่ ไม่ สามารถ จะ พูด ออกมา ตรง ตรง ได้,คุณ เข้าใจ ไหม ผม โดน บางอย่าง ที่ ไม่ สามารถ จะ พูด ออกมา ตรง ตรง ได้,คุณเข้าใจไหมผมโดนบางอย่างที่ไม่สามารถจะพูดออกมาตรงตรงได้
168,เต้าแตกวะเอาให้หัวนมช้ำมึงต้องร้องอุทานออกมาว่าโอ้ยหัวนม,เต้า แตก วะ เอา ให้ หัวนม ช้ำ มึง ต้อง ร้อง อุทาน ออกมา ว่า โอ้ย หัวนม,เต้า แตก วะ เอา ให้ หัวนม ช้ำ มึง ต้อง ร้อง อุทาน ออกมา ว่า โอ้ย หัวนม,เต้าแตกวะเอาให้หัวนมช้ำมึงต้องร้องอุทานออกมาว่าโอ้ยหัวนม
169,มึงไม่เข้าใจมึงมึงไม่เข้าใจกับ,มึง ไม่ เข้าใจ มึง มึง ไม่ เข้าใจ กับ,มึง ไม่ เข้าใจ มึง มึง ไม่ เข้าใจ กับ,มึงไม่เข้าใจมึงมึงไม่เข้าใจกับ
170,ครับเป็นสิ่งที่รัฐบาลและนักจิตวิทยาทั่วโลกควรจะจับตามอง,ครับ เป็น สิ่ง ที่ รัฐบาล และ นักจิตวิทยา ทั่วโลก ควรจะ จับตามอง,ครับ เป็น สิ่ง ที่ รัฐบาล และ นักจิตวิทยา ทั่วโลก ควรจะ จับตามอง,ครับเป็นสิ่งที่รัฐบาลและนักจิตวิทยาทั่วโลกควรจะจับตามอง
171,แผนของผมก็คือผมจะสร้างมีมและให้คนในดิสคอร์ดของผมเนี่ยครับ,แผน ของ ผม ก็ คือ ผม จะ สร้าง มีม และ ให้ คนใน ดิส คอร์ด ของ ผม เนี่ย ครับ,แผน ของ ผม ก็ คือ ผม จะ สร้าง มีม และ ให้ คนใน ดิส คอร์ด ของ ผม เนี่ย ครับ,แผนของผมก็คือผมจะสร้างมีมและให้คนในดิสคอร์ดของผมเนี่ยครับ
172,ชีวิตดีดีอ่ะไอ้เหี้ย,ชีวิต ได้ เดีย่ ไอ้ เหี้ย,ชีวิต ดี ดี อ่ะ ไอ้ เหี้ย,ชีวิตได้เดีย่ไอ้เหี้ย
173,แล้วมึงจะกลัวมันทำเหี้ยอะไร,แล้ว มึง จะ กลัว มัน ทำ เหี้ย อะไร,แล้ว มึง จะ กลัว มัน ทำ เหี้ย อะไร,แล้วมึงจะกลัวมันทำเหี้ยอะไร
174,อตื่นเช้ามาเท่านั้นแหละความรู้สึกคือมันเหมือนคุณน่ะใส่เหล็กไว้สักร้อยตัน,อ ตื่น เช้า มา เท่า นั้นแหละ ความรู้สึก คือ มัน เหมือน คุณ น่ะ ใส่ เหล็ก ไว้ สัก ร้อย ตัน,อ ตื่น เช้า มา เท่า นั้นแหละ ความรู้สึก คือ มัน เหมือน คุณ น่ะ ใส่ เหล็ก ไว้ สัก ร้อย ตัน,อตื่นเช้ามาเท่านั้นแหละความรู้สึกคือมันเหมือนคุณน่ะใส่เหล็กไว้สักร้อยตัน
175,ตายป่าว,ตาย ป่าว,ตาย ป่าว,ตายป่าว
176,โชคดีอ่ะเนาะเลยไม่ได้เป็นทหารไงโว้ยถ้าผมเป็นทหารกว่านี้นะผมยศ,โชคดี ย่ะ น้ว เด ย ไม่ ได้ เป็น ทหาร เนี้ย หู ถ้า งผม ไม่ ได้ หา กวน นี้ นะ ผม ยน,โชคดี อ่ะ เนาะ เลย ไม่ ได้ เป็น ทหาร ไง โว้ย ถ้า ผม เป็น ทหาร กว่า นี้ นะ ผม ยศ,โชคดีย่ะน้วเดยไม่ได้เป็นทหารเนี้ยหูถ้างผมไม่ได้หากวนนี้นะผมยน
177,จะแบบมาชวนคุยมานั่งกินผมก็สั่งเบียร์แอปเปิ้ลเป็นคนไม่แดกเบียร์แดกแต่เหล้า,ยล บ ระ ชว นค วี มา ห นั่ง จริต ผม ก็ สั่ง เบีย แอปเปิ้ล เป็น คน ไม่ แดก เบีย แดก แต่ เร่า,จะ แบบ มา ชวน คุย มา นั่ง กิน ผม ก็ สั่ง เบียร์ แอปเปิ้ล เป็น คน ไม่ แดก เบียร์ แดก แต่ เหล้า,ยลบระชวนควีมาหนั่งจริตผมก็สั่งเบียแอปเปิ้ลเป็นคนไม่แดกเบียแดกแต่เร่า
178,เหมือนกันสัดกูรู้สึกแย่อะมันค่อนค้าง,เหมือนกัน สัด กู รู้สึก แย่ อะ มัน ค่อน ค้าง,เหมือนกัน สัด กู รู้สึก แย่ อะ มัน ค่อน ค้าง,เหมือนกันสัดกูรู้สึกแย่อะมันค่อนค้าง
179,จากนะคนเต็มเลยอ่ะเออโห่เอ้ยเมื่อวานก็มีคนมารุมต่อยผมนะประมาณ,จาก น้ก ควร แตงค์ เลย อือ หู เอ้ อู หวาย ก็ มี คน มา ลุง ต่๋อยผม รับ มา ม,จาก นะ คน เต็ม เลย อ่ะ เออ โห่ เอ้ย เมื่อวาน ก็ มี คน มา รุม ต่อย ผม นะ ประมาณ,จากน้กควรแตงค์เลยอือหูเอ้อูหวายก็มีคนมาลุงต่๋อยผมรับมาม
180,ตุ่มตุ่มตุ่มหลานอังคารมาเป็นมาทุกเพลงมืงอย่างได้เพลงแนวไหนมึงไปที่นั่นมึงได้หมดเลยทุกวันนี้,จุ่ม จุ่ม ปุ่ม หลาน กาง คราง มา เป็นมา ทุก เพลง มึง อย่าง ได้ เพล ยง แนว ไหน มึง ไป ที นั้น มึง ได้ หมด เลย ทุกวันนี้,ตุ่ม ตุ่ม ตุ่ม หลาน อังคาร มา เป็นมา ทุก เพลง มืง อย่าง ได้ เพลง แนว ไหน มึง ไป ที่นั่น มึง ได้ หมด เลย ทุกวันนี้,จุ่มจุ่มปุ่มหลานกางครางมาเป็นมาทุกเพลงมึงอย่างได้เพลยงแนวไหนมึงไปทีนั้นมึงได้หมดเลยทุกวันนี้
181,มาดิไอ้เหี้ย,มา ดิ ไอ้ เหี้ย,มา ดิ ไอ้ เหี้ย,มาดิไอ้เหี้ย
182,ไอ้เย็ดแม่ตาย,ไอ้ เย็ด แม่ตาย แหม่,ไอ้ เย็ด แม่ตาย,ไอ้เย็ดแม่ตายแหม่
183,กูแบบกลึบกลืบกลืบกลืบไอ้สัดอ้วก,กู แบ บก ลึบก ลืบ ก ลืบ ก ลืบ ไอ้ สัด อ้วก,กู แบ บก ลึบก ลืบ ก ลืบ ก ลืบ ไอ้ สัด อ้วก,กูแบบกลึบกลืบกลืบกลืบไอ้สัดอ้วก
184,แต่น่าเบื่อชิบหาย,แต่ น่าเบื่อ ชิบหาย,แต่ น่าเบื่อ ชิบหาย,แต่น่าเบื่อชิบหาย
185,เขาก็มองว่าตัวทิวากรเนี้ยเป็นพวกอ่าเรียกร้องความสนใจสูงเรียกร้องความสนใจเ,เขา ก็ มองว่า ตัว ทิวากร เนี้ย เป็น พวก อ่า เรียกร้อง ความสนใจ สูง เรียกร้อง ความสนใจ เ,เขา ก็ มองว่า ตัว ทิวากร เนี้ย เป็น พวก อ่า เรียกร้อง ความสนใจ สูง เรียกร้อง ความสนใจ เ,เขาก็มองว่าตัวทิวากรเนี้ยเป็นพวกอ่าเรียกร้องความสนใจสูงเรียกร้องความสนใจเ
